,Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price ,special requests,date of reservation,booking status,reservation year,total_nights,booking density,avg_price_per_night
14746,INN14747,2,0,1,4,Meal Plan 1,0,Room_Type 4,91,Online,0,0,0,109.98,0,2018-10-24,Not_Canceled,2018,5,0.054,21.996
14747,INN14748,2,0,2,2,Meal Plan 1,0,Room_Type 1,101,Offline,0,0,0,68.0,0,2018-07-09,Canceled,2018,4,0.039,17.0
14748,INN14749,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,107.0,2,2018-03-22,Not_Canceled,2018,2,0.4,53.5
14749,INN14750,2,0,2,5,Meal Plan 1,0,Room_Type 1,120,Online,0,0,0,94.81,1,2018-09-11,Not_Canceled,2018,7,0.058,13.544
14750,INN14751,3,0,2,5,Meal Plan 1,0,Room_Type 4,176,Online,0,0,0,131.26,0,2018-08-14,Canceled,2018,7,0.04,18.751
14751,INN14752,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,Offline,0,0,0,95.0,0,2018-09-26,Canceled,2018,4,0.016,23.75
14752,INN14753,2,0,1,3,Meal Plan 1,1,Room_Type 1,64,Online,0,0,0,107.1,2,2018-09-01,Not_Canceled,2018,4,0.062,26.775
14753,INN14754,1,0,0,1,Not Selected,0,Room_Type 1,71,Online,0,0,0,51.96,0,2017-07-11,Not_Canceled,2017,1,0.014,51.96
14754,INN14755,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,100.0,0,2018-06-05,Canceled,2018,4,0.024,25.0
14755,INN14756,2,0,0,2,Not Selected,0,Room_Type 1,0,Online,0,0,0,119.0,0,2018-04-22,Not_Canceled,2018,2,2.0,59.5
14756,INN14757,2,1,1,4,Meal Plan 1,0,Room_Type 1,232,Online,0,0,0,106.25,2,2018-10-24,Canceled,2018,5,0.021,21.25
14757,INN14758,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,Offline,0,0,0,75.0,0,2018-07-01,Canceled,2018,3,0.026,25.0
14758,INN14759,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,Offline,0,0,0,90.0,0,2018-09-09,Canceled,2018,3,0.015,30.0
14759,INN14760,2,0,1,1,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,96.3,1,2018-04-02,Not_Canceled,2018,2,0.027,48.15
14760,INN14761,2,0,1,2,Meal Plan 1,0,Room_Type 1,106,Online,0,0,0,118.8,1,2018-10-07,Canceled,2018,3,0.028,39.6
14761,INN14762,3,0,2,5,Meal Plan 2,0,Room_Type 4,98,Online,0,0,0,212.4,2,2018-08-12,Canceled,2018,7,0.071,30.343
14762,INN14763,3,0,1,2,Meal Plan 2,0,Room_Type 4,59,Online,0,0,0,189.0,3,2018-04-22,Not_Canceled,2018,3,0.05,63.0
14763,INN14764,2,0,0,2,Not Selected,0,Room_Type 1,21,Online,0,0,0,79.0,0,2018-02-12,Not_Canceled,2018,2,0.091,39.5
14764,INN14765,2,0,1,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,166.0,0,2018-07-02,Not_Canceled,2018,2,1.0,83.0
14765,INN14766,2,0,2,5,Meal Plan 1,0,Room_Type 1,215,Online,0,0,0,92.16,1,2018-08-14,Not_Canceled,2018,7,0.032,13.166
14766,INN14767,1,0,0,2,Not Selected,0,Room_Type 1,22,Online,0,0,0,102.41,1,2018-09-15,Not_Canceled,2018,2,0.087,51.205
14767,INN14768,2,0,0,2,Meal Plan 1,0,Room_Type 4,74,Online,0,0,0,132.3,0,2018-10-21,Canceled,2018,2,0.027,66.15
14768,INN14769,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,Corporate,1,0,1,65.0,0,2018-09-19,Not_Canceled,2018,1,0.25,65.0
14769,INN14770,1,0,0,1,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,80.75,0,2017-09-15,Not_Canceled,2017,1,0.016,80.75
14770,INN14771,2,0,2,1,Meal Plan 1,0,Room_Type 1,47,Offline,0,0,0,60.0,0,2018-01-23,Not_Canceled,2018,3,0.062,20.0
14771,INN14772,1,0,1,2,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,73.9,1,2018-02-22,Not_Canceled,2018,3,0.054,24.633
14772,INN14773,2,0,1,1,Not Selected,0,Room_Type 1,21,Online,0,0,0,72.42,1,2018-05-09,Not_Canceled,2018,2,0.091,36.21
14773,INN14774,2,2,0,3,Meal Plan 1,0,Room_Type 6,28,Online,0,0,0,332.57,1,2018-06-02,Not_Canceled,2018,3,0.103,110.857
14774,INN14775,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,Offline,0,0,0,110.0,0,2018-04-17,Canceled,2018,2,0.007,55.0
14775,INN14776,2,1,0,4,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,111.0,2,2018-02-03,Not_Canceled,2018,4,2.0,27.75
14776,INN14777,2,0,0,3,Not Selected,0,Room_Type 1,295,Online,0,0,0,79.5,1,2018-12-29,Canceled,2018,3,0.01,26.5
14777,INN14778,1,0,2,2,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,76.5,0,2018-03-11,Canceled,2018,4,0.105,19.125
14778,INN14779,2,0,0,4,Meal Plan 1,0,Room_Type 1,208,Online,0,0,0,75.44,0,2017-12-29,Canceled,2017,4,0.019,18.86
14779,INN14780,3,0,2,3,Meal Plan 1,0,Room_Type 4,81,Online,0,0,0,119.0,0,2018-12-23,Not_Canceled,2018,5,0.061,23.8
14780,INN14781,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89.0,0,2018-11-04,Canceled,2018,3,0.01,29.667
14781,INN14782,2,0,0,2,Not Selected,0,Room_Type 1,46,Online,0,0,0,72.0,1,2018-02-18,Canceled,2018,2,0.043,36.0
14782,INN14783,2,0,0,2,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,118.15,2,2018-07-08,Not_Canceled,2018,2,0.125,59.075
14783,INN14784,1,0,0,3,Not Selected,0,Room_Type 1,4,Online,0,0,0,84.7,1,2018-10-25,Not_Canceled,2018,3,0.6,28.233
14784,INN14785,1,0,0,1,Meal Plan 1,0,Room_Type 1,119,Offline,0,0,0,110.0,0,2018-06-07,Not_Canceled,2018,1,0.008,110.0
14785,INN14786,2,0,0,3,Meal Plan 2,0,Room_Type 1,71,Offline,0,0,0,127.0,0,2017-09-22,Not_Canceled,2017,3,0.042,42.333
14786,INN14787,1,0,2,0,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,99.1,1,2018-09-25,Not_Canceled,2018,2,0.065,49.55
14787,INN14788,3,0,2,3,Meal Plan 1,0,Room_Type 4,16,Online,0,0,0,130.9,1,2018-12-18,Not_Canceled,2018,5,0.294,26.18
14788,INN14789,2,2,1,3,Meal Plan 1,0,Room_Type 6,124,Online,0,0,0,158.95,2,2018-06-27,Not_Canceled,2018,4,0.032,39.738
14790,INN14791,2,1,1,3,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,159.0,0,2018-08-01,Canceled,2018,4,0.182,39.75
14791,INN14792,2,0,1,2,Meal Plan 1,0,Room_Type 1,187,Online,0,0,0,108.9,3,2018-10-07,Not_Canceled,2018,3,0.016,36.3
14792,INN14793,2,0,0,2,Not Selected,1,Room_Type 1,201,Online,0,0,0,103.5,1,2018-08-09,Canceled,2018,2,0.01,51.75
14793,INN14794,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Offline,0,0,0,130.0,0,2018-03-25,Canceled,2018,3,0.019,43.333
14794,INN14795,2,0,0,3,Meal Plan 1,0,Room_Type 1,21,Offline,0,0,0,85.0,0,2018-10-04,Not_Canceled,2018,3,0.136,28.333
14795,INN14796,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,2018-10-13,Not_Canceled,2018,3,0.079,35.0
14796,INN14797,2,0,0,1,Meal Plan 1,0,Room_Type 1,159,Offline,0,0,0,70.0,0,2018-02-13,Not_Canceled,2018,1,0.006,70.0
14797,INN14798,1,0,2,4,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,136.0,0,2017-09-13,Not_Canceled,2017,6,6.0,22.667
14798,INN14799,1,0,0,2,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,90.0,0,2018-11-03,Canceled,2018,2,0.038,45.0
14799,INN14800,1,0,0,1,Meal Plan 1,0,Room_Type 5,14,Corporate,0,0,0,143.0,0,2018-07-06,Not_Canceled,2018,1,0.067,143.0
14800,INN14801,2,0,0,1,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,126.9,1,2018-05-14,Not_Canceled,2018,1,0.014,126.9
14801,INN14802,2,0,1,2,Not Selected,0,Room_Type 1,91,Online,0,0,0,85.5,0,2018-04-25,Canceled,2018,3,0.033,28.5
14802,INN14803,1,0,1,1,Meal Plan 1,0,Room_Type 1,17,Corporate,0,0,0,95.0,0,2018-10-03,Not_Canceled,2018,2,0.111,47.5
14803,INN14804,1,0,1,3,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,119.0,0,2017-09-07,Not_Canceled,2017,4,0.8,29.75
14804,INN14805,1,0,1,2,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,86.4,1,2018-11-18,Canceled,2018,3,0.046,28.8
14805,INN14806,2,0,0,3,Meal Plan 1,0,Room_Type 4,95,Offline,0,0,0,60.0,0,2017-12-29,Not_Canceled,2017,3,0.031,20.0
14806,INN14807,1,0,1,3,Meal Plan 1,1,Room_Type 1,0,Aviation,0,0,0,88.0,0,2018-02-15,Not_Canceled,2018,4,4.0,22.0
14807,INN14808,2,0,0,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,79.0,1,2018-02-12,Not_Canceled,2018,2,0.4,39.5
14808,INN14809,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,Offline,0,0,0,72.0,0,2018-06-17,Canceled,2018,3,0.01,24.0
14809,INN14810,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,75.0,0,2018-06-17,Canceled,2018,2,0.008,37.5
14810,INN14811,1,0,2,5,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,138.0,0,2018-04-10,Canceled,2018,7,1.167,19.714
14811,INN14812,1,0,1,1,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,95.0,0,2018-04-18,Canceled,2018,2,0.105,47.5
14812,INN14813,2,0,0,3,Meal Plan 1,0,Room_Type 1,114,Offline,0,0,0,75.0,1,2018-06-01,Not_Canceled,2018,3,0.026,25.0
14813,INN14814,2,0,0,4,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,91.38,1,2018-11-23,Not_Canceled,2018,4,0.308,22.845
14814,INN14815,2,0,0,4,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,94.99,2,2017-11-25,Not_Canceled,2017,4,0.108,23.748
14815,INN14816,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,Offline,0,0,0,95.0,0,2018-09-30,Canceled,2018,3,0.011,31.667
14816,INN14817,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,Offline,0,0,0,109.0,0,2017-07-17,Canceled,2017,2,0.007,54.5
14817,INN14818,2,0,0,3,Meal Plan 1,0,Room_Type 1,148,Online,0,0,0,105.3,0,2018-05-05,Not_Canceled,2018,3,0.02,35.1
14818,INN14819,2,0,2,0,Not Selected,0,Room_Type 1,114,Online,0,0,0,85.5,1,2018-06-26,Not_Canceled,2018,2,0.017,42.75
14819,INN14820,2,0,0,2,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,97.02,2,2017-10-15,Not_Canceled,2017,2,0.133,48.51
14820,INN14821,2,0,0,1,Meal Plan 1,0,Room_Type 7,2,Complementary,1,0,4,0.0,1,2017-10-21,Not_Canceled,2017,1,0.333,0.0
14821,INN14822,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,1,65.0,0,2017-11-03,Not_Canceled,2017,3,3.0,21.667
14822,INN14823,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,Offline,0,0,0,136.0,0,2017-10-09,Not_Canceled,2017,2,0.025,68.0
14823,INN14824,1,0,0,3,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,62.67,0,2017-12-31,Not_Canceled,2017,3,0.055,20.89
14824,INN14825,2,0,2,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,105.0,2,2017-08-16,Not_Canceled,2017,3,0.5,35.0
14825,INN14826,2,0,0,1,Meal Plan 1,0,Room_Type 1,152,Online,0,0,0,105.3,2,2018-08-20,Canceled,2018,1,0.007,105.3
14826,INN14827,3,0,0,3,Meal Plan 1,0,Room_Type 1,85,Offline,0,0,0,86.36,0,2018-07-05,Not_Canceled,2018,3,0.035,28.787
14827,INN14828,2,0,0,4,Meal Plan 1,0,Room_Type 4,108,Online,0,0,0,101.58,2,2018-04-26,Not_Canceled,2018,4,0.037,25.395
14828,INN14829,2,0,0,2,Meal Plan 1,0,Room_Type 1,102,Online,0,0,0,76.5,1,2017-08-21,Not_Canceled,2017,2,0.019,38.25
14829,INN14830,2,0,2,1,Meal Plan 1,0,Room_Type 4,43,Offline,0,0,0,65.0,0,2017-10-31,Not_Canceled,2017,3,0.068,21.667
14830,INN14831,2,0,1,3,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,78.3,1,2018-01-28,Not_Canceled,2018,4,0.167,19.575
14831,INN14832,2,0,2,3,Meal Plan 1,0,Room_Type 1,359,Offline,0,0,0,78.0,3,2018-10-14,Not_Canceled,2018,5,0.014,15.6
14832,INN14833,1,0,1,0,Not Selected,0,Room_Type 1,117,Online,0,0,0,108.0,2,2018-10-02,Not_Canceled,2018,1,0.008,108.0
14833,INN14834,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130.0,0,2018-06-15,Canceled,2018,2,0.011,65.0
14834,INN14835,2,0,0,2,Meal Plan 1,0,Room_Type 1,88,Corporate,0,0,0,90.0,1,2018-10-07,Not_Canceled,2018,2,0.022,45.0
14835,INN14836,2,1,1,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,160.33,2,2018-07-04,Not_Canceled,2018,3,0.375,53.443
14836,INN14837,2,0,2,3,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,80.75,0,2018-10-02,Not_Canceled,2018,5,0.03,16.15
14837,INN14838,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,66.3,1,2018-02-17,Not_Canceled,2018,1,0.5,66.3
14838,INN14839,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,Offline,0,0,0,95.0,0,2018-09-30,Canceled,2018,3,0.011,31.667
14839,INN14840,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,89.0,1,2018-01-15,Not_Canceled,2018,2,0.167,44.5
14840,INN14841,2,0,0,4,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,72.25,2,2017-12-23,Not_Canceled,2017,4,0.032,18.062
14841,INN14842,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,2018-06-24,Not_Canceled,2018,2,0.01,47.5
14842,INN14843,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,2017-10-16,Canceled,2017,2,0.019,50.75
14843,INN14844,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,Offline,0,0,0,94.5,0,2017-07-25,Canceled,2017,3,0.027,31.5
14844,INN14845,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,Offline,0,0,0,72.75,0,2017-10-09,Not_Canceled,2017,4,0.02,18.188
14845,INN14846,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,Offline,0,0,0,90.0,0,2018-10-14,Canceled,2018,3,0.013,30.0
14846,INN14847,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,Offline,0,0,0,100.0,0,2018-10-03,Canceled,2018,4,0.014,25.0
14847,INN14848,2,0,2,1,Not Selected,0,Room_Type 1,57,Online,0,0,0,84.69,1,2017-10-10,Not_Canceled,2017,3,0.052,28.23
14848,INN14849,3,0,0,3,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,150.3,0,2018-06-29,Canceled,2018,3,0.045,50.1
14849,INN14850,2,2,1,0,Meal Plan 1,0,Room_Type 7,36,Online,0,0,0,214.76,2,2018-08-07,Not_Canceled,2018,1,0.027,214.76
14850,INN14851,2,0,0,2,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,120.12,1,2018-05-20,Not_Canceled,2018,2,0.074,60.06
14851,INN14852,2,0,2,3,Meal Plan 1,0,Room_Type 1,62,Online,0,0,0,73.95,1,2018-02-26,Canceled,2018,5,0.079,14.79
14852,INN14853,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,Offline,0,0,0,95.88,0,2018-06-17,Canceled,2018,2,0.02,47.94
14853,INN14854,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,158.0,0,2018-06-02,Not_Canceled,2018,1,1.0,158.0
14854,INN14855,1,0,2,5,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,85.0,0,2018-02-20,Canceled,2018,7,1.167,12.143
14855,INN14856,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,2018-02-28,Canceled,2018,3,1.5,20.0
14856,INN14857,2,0,1,3,Meal Plan 1,0,Room_Type 1,217,Offline,0,0,0,80.75,1,2018-09-01,Not_Canceled,2018,4,0.018,20.188
14857,INN14858,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,116.0,0,2017-09-04,Not_Canceled,2017,2,1.0,58.0
14858,INN14859,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,81.0,0,2018-02-25,Not_Canceled,2018,3,0.75,27.0
14859,INN14860,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,112.0,0,2018-10-20,Not_Canceled,2018,1,1.0,112.0
14860,INN14861,2,0,2,3,Meal Plan 1,0,Room_Type 1,53,Offline,0,0,0,70.0,1,2018-03-19,Not_Canceled,2018,5,0.093,14.0
14861,INN14862,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,120.0,0,2018-06-09,Not_Canceled,2018,1,0.036,120.0
14862,INN14863,2,0,0,3,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,132.3,2,2018-10-12,Canceled,2018,3,0.023,44.1
14863,INN14864,2,0,2,2,Meal Plan 1,0,Room_Type 4,41,Offline,0,0,0,60.0,0,2017-11-01,Not_Canceled,2017,4,0.095,15.0
14864,INN14865,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,2017-10-02,Not_Canceled,2017,2,0.012,50.0
14865,INN14866,2,0,0,2,Meal Plan 1,0,Room_Type 1,256,Offline,0,0,0,72.25,1,2018-08-26,Not_Canceled,2018,2,0.008,36.125
14866,INN14867,2,0,0,1,Not Selected,0,Room_Type 1,113,Online,0,0,0,108.0,1,2018-10-13,Canceled,2018,1,0.009,108.0
14867,INN14868,2,0,0,3,Not Selected,0,Room_Type 1,8,Online,0,0,0,116.67,1,2018-11-03,Not_Canceled,2018,3,0.333,38.89
14868,INN14869,2,0,0,3,Meal Plan 1,0,Room_Type 4,133,Online,0,0,0,124.8,0,2018-08-16,Canceled,2018,3,0.022,41.6
14869,INN14870,3,0,1,4,Meal Plan 1,0,Room_Type 4,73,Online,0,0,0,150.3,0,2018-07-04,Canceled,2018,5,0.068,30.06
14870,INN14871,2,0,0,3,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,58.0,1,2017-12-15,Not_Canceled,2017,3,0.333,19.333
14871,INN14872,2,0,0,2,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,76.5,0,2017-08-05,Not_Canceled,2017,2,0.017,38.25
14872,INN14873,2,0,0,3,Meal Plan 1,0,Room_Type 1,160,Offline,0,0,0,70.0,0,2017-12-30,Not_Canceled,2017,3,0.019,23.333
14873,INN14874,2,0,0,3,Not Selected,0,Room_Type 1,260,Online,0,0,0,113.4,0,2018-09-22,Canceled,2018,3,0.011,37.8
14874,INN14875,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65.0,0,2017-12-04,Not_Canceled,2017,4,0.03,16.25
14875,INN14876,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,Offline,0,0,0,95.0,0,2018-09-26,Canceled,2018,4,0.016,23.75
14876,INN14877,2,0,0,1,Meal Plan 1,1,Room_Type 1,132,Online,0,0,0,179.0,3,2018-10-21,Not_Canceled,2018,1,0.008,179.0
14877,INN14878,2,0,2,2,Meal Plan 1,1,Room_Type 1,15,Online,0,0,0,113.5,1,2017-12-04,Not_Canceled,2017,4,0.25,28.375
14878,INN14879,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,75.0,0,2018-03-20,Canceled,2018,4,0.066,18.75
14879,INN14880,2,0,2,2,Meal Plan 1,0,Room_Type 2,28,Online,0,0,0,77.39,1,2018-02-05,Not_Canceled,2018,4,0.138,19.348
14880,INN14881,2,0,2,3,Meal Plan 2,0,Room_Type 4,39,Online,0,0,0,136.08,1,2018-03-12,Not_Canceled,2018,5,0.125,27.216
14881,INN14882,2,0,1,1,Not Selected,0,Room_Type 1,11,Online,0,0,0,90.0,2,2018-11-19,Not_Canceled,2018,2,0.167,45.0
14882,INN14883,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,2018-06-24,Not_Canceled,2018,2,0.01,47.5
14883,INN14884,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,Offline,0,0,0,115.0,0,2018-10-15,Canceled,2018,3,0.032,38.333
14884,INN14885,1,0,2,1,Meal Plan 2,0,Room_Type 1,80,Offline,0,0,0,100.0,0,2018-04-10,Canceled,2018,3,0.037,33.333
14885,INN14886,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,Online,0,0,0,105.0,1,2017-08-11,Not_Canceled,2017,1,0.5,105.0
14886,INN14887,3,0,1,0,Meal Plan 1,0,Room_Type 4,166,Online,0,0,0,128.7,0,2018-08-29,Canceled,2018,1,0.006,128.7
14887,INN14888,2,1,0,2,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,100.0,0,2018-10-28,Not_Canceled,2018,2,0.044,50.0
14888,INN14889,2,0,0,4,Meal Plan 1,0,Room_Type 5,13,Corporate,0,0,0,96.0,0,2018-02-03,Not_Canceled,2018,4,0.286,24.0
14889,INN14890,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Offline,0,0,0,101.5,0,2017-07-01,Canceled,2017,2,0.008,50.75
14890,INN14891,1,0,0,1,Meal Plan 1,0,Room_Type 4,23,Online,0,0,0,120.12,1,2018-05-18,Not_Canceled,2018,1,0.042,120.12
14891,INN14892,2,0,2,2,Meal Plan 1,0,Room_Type 2,108,Online,0,0,0,75.76,0,2018-04-16,Not_Canceled,2018,4,0.037,18.94
14892,INN14893,2,0,0,1,Not Selected,0,Room_Type 1,4,Online,0,0,0,81.0,0,2018-02-06,Not_Canceled,2018,1,0.2,81.0
14893,INN14894,2,0,2,1,Meal Plan 1,0,Room_Type 4,40,Offline,0,0,0,65.0,0,2017-10-31,Not_Canceled,2017,3,0.073,21.667
14894,INN14895,2,0,1,5,Meal Plan 1,0,Room_Type 1,147,Online,0,0,0,126.9,0,2018-09-12,Canceled,2018,6,0.041,21.15
14895,INN14896,2,0,1,2,Not Selected,0,Room_Type 1,174,Online,0,0,0,85.5,0,2018-07-04,Canceled,2018,3,0.017,28.5
14896,INN14897,2,0,2,1,Meal Plan 1,0,Room_Type 1,67,Offline,0,0,0,80.75,0,2018-06-12,Not_Canceled,2018,3,0.044,26.917
14897,INN14898,2,0,2,1,Meal Plan 1,0,Room_Type 1,97,Offline,0,0,0,80.75,0,2018-10-30,Canceled,2018,3,0.031,26.917
14898,INN14899,2,0,1,3,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,93.5,1,2018-03-21,Not_Canceled,2018,4,0.078,23.375
14899,INN14900,1,0,0,1,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,195.0,2,2018-09-30,Not_Canceled,2018,1,0.091,195.0
14900,INN14901,2,0,0,1,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,80.3,0,2018-02-20,Not_Canceled,2018,1,0.023,80.3
14901,INN14902,3,0,0,1,Meal Plan 2,0,Room_Type 4,1,Online,0,0,0,203.81,1,2018-10-29,Not_Canceled,2018,1,0.5,203.81
14902,INN14903,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,90.0,2,2017-08-26,Not_Canceled,2017,2,0.25,45.0
14903,INN14904,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,Offline,0,0,0,52.0,0,2018-12-02,Not_Canceled,2018,2,0.006,26.0
14904,INN14905,2,0,2,0,Meal Plan 1,0,Room_Type 1,71,Online,0,0,0,75.54,1,2018-10-30,Not_Canceled,2018,2,0.028,37.77
14905,INN14906,2,0,1,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,116.0,2,2018-04-23,Not_Canceled,2018,2,1.0,58.0
14906,INN14907,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,Corporate,1,0,1,67.0,0,2018-11-24,Not_Canceled,2018,1,1.0,67.0
14907,INN14908,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115.0,1,2018-10-23,Canceled,2018,2,0.005,57.5
14908,INN14909,2,0,2,3,Not Selected,0,Room_Type 1,45,Online,0,0,0,67.15,1,2018-03-10,Not_Canceled,2018,5,0.109,13.43
14909,INN14910,1,0,1,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,85.0,0,2018-02-05,Canceled,2018,3,0.231,28.333
14910,INN14911,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,97.0,1,2018-03-15,Not_Canceled,2018,1,0.5,97.0
14911,INN14912,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Offline,0,0,0,115.0,1,2018-06-06,Canceled,2018,2,0.008,57.5
14912,INN14913,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,2018-06-06,Not_Canceled,2018,3,0.025,36.667
14913,INN14914,2,0,2,5,Meal Plan 1,0,Room_Type 4,115,Offline,0,0,0,82.45,0,2018-08-22,Not_Canceled,2018,7,0.06,11.779
14914,INN14915,2,0,0,3,Meal Plan 3,0,Room_Type 7,1,Complementary,0,0,0,0.0,1,2018-06-21,Not_Canceled,2018,3,1.5,0.0
14915,INN14916,2,2,0,3,Meal Plan 1,0,Room_Type 6,67,Online,0,0,0,168.9,0,2018-12-27,Canceled,2018,3,0.044,56.3
14916,INN14917,2,0,1,2,Meal Plan 1,0,Room_Type 1,118,Online,0,0,0,99.3,1,2018-04-29,Canceled,2018,3,0.025,33.1
14917,INN14918,2,0,2,5,Meal Plan 2,0,Room_Type 1,19,Online,0,0,0,162.29,2,2018-09-06,Not_Canceled,2018,7,0.35,23.184
14918,INN14919,3,0,1,3,Meal Plan 2,0,Room_Type 4,151,Online,0,0,0,164.05,2,2018-12-26,Not_Canceled,2018,4,0.026,41.012
14919,INN14920,2,0,0,1,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,164.0,1,2018-08-26,Not_Canceled,2018,1,0.077,164.0
14920,INN14921,2,0,2,1,Meal Plan 1,0,Room_Type 1,62,Online,0,0,0,109.8,2,2018-09-03,Not_Canceled,2018,3,0.048,36.6
14921,INN14922,1,2,0,2,Meal Plan 1,0,Room_Type 2,9,Online,0,0,0,77.75,1,2018-01-29,Not_Canceled,2018,2,0.2,38.875
